IMU θ,L_ENC,R_ENC,X,Y,θ,FWD,TURN
 -0.012,   9999,  12920,  0.886,  0.933,  3.119,  0.195,  0.009
 -0.012,  10189,  13113,  0.854,  0.933,  3.123,  0.204, -0.007
 -0.012,  10387,  13316,  0.820,  0.934,  3.128,  0.210, -0.025
 -0.012,  10595,  13522,  0.785,  0.934,  3.126,  0.210, -0.037
 -0.012,  10804,  13725,  0.750,  0.935,  3.119,  0.202, -0.041
 -0.012,  11006,  13921,  0.716,  0.936,  3.113,  0.195, -0.046
 -0.012,  11199,  14110,  0.684,  0.937,  3.109,  0.185, -0.047
 -0.012,  11384,  14292,  0.653,  0.938,  3.106,  0.177, -0.046
 -0.012,  11560,  14462,  0.624,  0.939,  3.099,  0.169, -0.044
 -0.012,  11729,  14628,  0.595,  0.940,  3.096,  0.163, -0.042
 -0.012,  11892,  14789,  0.568,  0.942,  3.094,  0.155, -0.041
 -0.012,  12046,  14941,  0.542,  0.943,  3.092,  0.149, -0.039
 -0.012,  12195,  15088,  0.517,  0.944,  3.090,  0.141, -0.038
 -0.012,  12339,  15227,  0.493,  0.945,  3.084,  0.136, -0.038
 -0.012,  12476,  15362,  0.470,  0.947,  3.082,  0.128, -0.038
 -0.012,  12606,  15489,  0.449,  0.948,  3.079,  0.123, -0.039
 -0.012,  12730,  15612,  0.428,  0.949,  3.078,  0.118, -0.037
 -0.012,  12848,  15728,  0.408,  0.951,  3.076,  0.112, -0.037
 -0.012,  12962,  15838,  0.389,  0.952,  3.071,  0.106, -0.037
 -0.012,  13071,  15945,  0.371,  0.953,  3.069,  0.102, -0.036
 -0.012,  13174,  16049,  0.353,  0.955,  3.070,  0.098, -0.037
 -0.012,  13273,  16147,  0.337,  0.956,  3.069,  0.093, -0.038
 -0.012,  13367,  16240,  0.321,  0.957,  3.068,  0.088, -0.038
 -0.012,  13456,  16330,  0.306,  0.958,  3.069,  0.084, -0.039
 -0.012,  13542,  16415,  0.291,  0.959,  3.068,  0.080, -0.040
 -0.012,  13623,  16497,  0.278,  0.960,  3.069,  0.077, -0.042
 -0.012,  13703,  16575,  0.264,  0.961,  3.067,  0.073, -0.045
 -0.012,  13777,  16648,  0.252,  0.962,  3.066,  0.069, -0.047
 -0.012,  13848,  16718,  0.240,  0.963,  3.065,  0.066, -0.049
 -0.012,  13916,  16786,  0.229,  0.964,  3.065,  0.063, -0.051
 -0.012,  13981,  16850,  0.218,  0.965,  3.064,  0.060, -0.052
 -0.012,  14043,  16911,  0.207,  0.965,  3.063,  0.058, -0.053
 -0.012,  14104,  16969,  0.197,  0.966,  3.060,  0.055, -0.056
 -0.012,  14169,  17030,  0.188,  0.967,  3.056,  0.052, -0.058
 -0.012,  14225,  17083,  0.178,  0.968,  3.052,  0.050, -0.059
 -0.012,  14280,  17134,  0.170,  0.969,  3.048,  0.047, -0.062
 -0.012,  14330,  17181,  0.161,  0.969,  3.046,  0.045, -0.062
 -0.012,  14379,  17228,  0.153,  0.970,  3.043,  0.043, -0.062
 -0.012,  14424,  17270,  0.146,  0.971,  3.040,  0.040, -0.063
 -0.012,  14467,  17312,  0.138,  0.972,  3.038,  0.039, -0.064
 -0.012,  14510,  17351,  0.132,  0.972,  3.035,  0.037, -0.065
 -0.012,  14550,  17388,  0.124,  0.973,  3.031,  0.035, -0.066
 -0.012,  14588,  17424,  0.118,  0.974,  3.029,  0.033, -0.068
 -0.012,  14626,  17458,  0.112,  0.975,  3.024,  0.032, -0.069
